"id","item","grandeza","quantidade","preco_unitario","preco_total","data","hora","estabelecimento","cnpj","endereco"
1,Cenoura,KG,"0,645","7,99","5,15","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
2,Brocolis Americano Un,UN,"1","4,99","4,99","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
3,Agriao Maco,UN,"1","2,99","2,99","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
4,Macarrao Orquidea Espaguete 500g,UN,"1","2,99","2,99","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
5,Macarrao Orquidea Espaguete 500g,UN,"1","2,99","2,99","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
6,Molho Predilecta Tradicional 300g,UN,"1","1,99","1,99","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
7,Sabao Em Po Girando Sol Rosa Sache 800g,UN,"1","6,99","6,99","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
8,Refresco Pop Laranja 25g,UN,"1","0,79","0,79","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
9,Refresco Pop Laranja 25g,UN,"1","0,79","0,79","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
10,Tomate Longa Vida,KG,"0,56","8,99","5,03","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
11,Molho Predilecta Tradicional 300g,UN,"1","1,99","1,99","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
12,Frango A Passarinho,KG,"1,064","9,99","10,63","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
13,Paleta Suina,KG,"1,448","11,99","17,36","30/04/2022","14:32:19",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
14,TINIDAZOL+MICONAZOL VAG 45G+7APL,UND,"1","40,57","40,57","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
15,CIMEGRIPE C/10 CAPS,UND,"1","11,68","11,68","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
16,CR DENTAL ORAL B 70G 123 ANTICARIES,UND,"1","2,98","2,98","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
17,CR DENTAL CLOSEUP 90G EUCALIPTUS FREEZE,UND,"1","3,98","3,98","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
18,SAB NIVEA 85G FLOR DE CEREJEIRA,UND,"1","1,98","1,98","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
19,SAB NIVEA 85G ERVA DOCE,UND,"1","1,98","1,98","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
20,SAB NIVEA 85G FLOR DE LARANJEIRA,UND,"1","1,98","1,98","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
21,SAB NIVEA 85G AGUA DE COCO,UND,"1","1,98","1,98","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
22,SAB NIVEA 85G TOQUE DE BAUNILHA,UND,"1","1,98","1,98","02/04/2022","19:19:25",FREEFARMA PRAIA DE LESTE,"36.775.299/0005-27","ROD PR 412 ENGENHEIRO DARCI GOMES D,1214,,PRAIA DE LESTE,Pontal do Parana,PR"
23,Amendoim St. Helena,UN,"1","11,99","11,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
24,Beb Lactea Batavo 54,UN,"1","4,99","4,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
25,Beb Lactea Batavo 54,UN,"1","4,99","4,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
26,Acucar Boa Mesa 1kg,UN,"1","3,99","3,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
27,Arroz Buriti 5kg,UN,"1","18,9","18,90","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
28,Mac Orquidea 500g,UN,"1","2,99","2,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
29,Mac Orquidea 500g,UN,"1","2,99","2,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
30,Mac Orquidea 500g,UN,"1","2,99","2,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
31,Amac Q.Boa 2lt,UN,"1","6,49","6,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
32,Desinf Pinho Trop 50,UN,"1","3,49","3,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
33,Deterg Ype 500ml,UN,"1","2,69","2,69","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
34,Mac Orquidea 500g,UN,"1","2,99","2,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
35,Mac Orquidea 500g,UN,"1","2,99","2,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
36,Bisc Parati Rosca 33,UN,"1","4,49","4,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
37,Farofa Pinduca De Mi,UN,"1","6,49","6,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
38,Farofa Mand Pinduca,UN,"1","6,99","6,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
39,Bisc Girassol Rosq 3,UN,"1","3,49","3,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
40,Bisc Parati Rosca 33,UN,"1","4,49","4,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
41,Molho Tom.Etti Sache,UN,"1","1,49","1,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
42,Molho Tom.Etti Sache,UN,"1","1,49","1,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
43,Molho Sache 340gr,UN,"1","1,99","1,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
44,Molho Tom Heinz 340g,UN,"1","3,29","3,29","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
45,Molho Sache 340gr,UN,"1","1,99","1,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
46,Molho Sache 340gr,UN,"1","1,99","1,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
47,Molho Tom Heinz 340g,UN,"1","3,29","3,29","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
48,Molho Sache 340gr,UN,"1","1,99","1,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
49,Creme Cul Mococa 200,UN,"1","2,29","2,29","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
50,Creme Cul Mococa 200,UN,"1","2,29","2,29","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
51,Creme Cul Mococa 200,UN,"1","2,29","2,29","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
52,Creme Cul Mococa 200,UN,"1","2,29","2,29","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
53,Molho Tom.Etti Sache,UN,"1","1,49","1,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
54,Molho Tom.Etti Sache,UN,"1","1,49","1,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
55,Lava Roupas Brilhan,UN,"1","10,99","10,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
56,Mac Inst Nissin 85g,UN,"1","1,89","1,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
57,Mac Inst Nissin 85g,UN,"1","1,89","1,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
58,Mac Inst Nissin 85g,UN,"1","1,89","1,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
59,Mac Inst Nissin 85g,UN,"1","1,89","1,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
60,Mac Inst Nissin 85g,UN,"1","1,89","1,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
61,Marg Qualy C s 500g,UN,"1","8,99","8,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
62,Bombril C 8un,UN,"1","1,99","1,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
63,Mac Inst Nissin 85g,UN,"1","1,89","1,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
64,Filtro Papel Damasco,UN,"1","3,99","3,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
65,Coador Sao Gabriel,UN,"1","4,89","4,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
66,Pao Visconti 400g Tr,UN,"1","5,99","5,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
67,Pao Visconti 400g Tr,UN,"1","5,99","5,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
68,Cha Mate Leao Natura,UN,"1","4,49","4,49","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
69,Escova Colg Essencia,UN,"1","3,99","3,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
70,Escova Colg Essencia,UN,"1","3,99","3,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
71,Past Adesiva Harpic,UN,"1","13,99","13,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
72,Choc Barra Neugebaue,UN,"1","3,99","3,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
73,Ref Trink Maracuja 3,UN,"1","0,99","0,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
74,Ref Trink Limao 30 g,UN,"1","0,99","0,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
75,Ref Trink Abacaxi 45,UN,"1","0,99","0,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
76,Ref Trink Limao 30 g,UN,"1","0,99","0,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
77,Ref Trink Abacaxi 45,UN,"1","0,99","0,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
78,Ref Frisco 25g,UN,"1","0,89","0,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
79,Ref Frisco 25g,UN,"1","0,89","0,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
80,Choc Bis Lacta 126gr,UN,"1","4,98","4,98","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
81,Refil Raid 45noite,UN,"1","19,99","19,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
82,Ref Frisco 25g,UN,"1","0,89","0,89","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
83,Batata Palha Mr Crum,UN,"1","6,99","6,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
84,Batata Palha Mr Crum,UN,"1","6,99","6,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
85,Temp Sabor Ami 300g,UN,"1","4,69","4,69","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
86,Sabao Ype 180g Neutr,UN,"1","2,99","2,99","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
87,Sab Nivea 85g,UN,"1","2,39","2,39","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
88,Tomate,KG,"0,525","10,9","5,72","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
89,Batata Monalisa,KG,"0,81","4,99","4,04","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
90,Cebola Nacional,KG,"0,33","3,99","1,32","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
91,Caqui Fuiu,KG,"0,415","6,39","2,65","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
92,Goiaba Vermelha,KG,"0,19","5,29","1,01","28/03/2022","21:16:19",Supermercados Bavaresco Ltda,"01.472.861/0007-20","Rod Pr 407 - Eng Argus Tha Heyn ,300,0,,Praia De Leste,Pontal Do Parana,PR"
93,Brocolis Americano Un,UN,"1","4,99","4,99","30/03/2022","08:03:24",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
94,Pao Frances,KG,"0,248","12,99","3,22","30/03/2022","08:03:24",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
95,Pastel Menin Un.,UN,"1","1,99","1,99","30/03/2022","08:08:24",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
96,Pastel Menin Un.,UN,"3","1,99","5,97","30/03/2022","08:08:24",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
97,Fermentado Elege Morango C/6 Un,FD,"1","5,99","5,99","30/03/2022","08:36:38",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
98,Quiche Menin,KG,"0,416","35,95","14,96","30/03/2022","08:36:38",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
99,Carne Moida De 1 Bovina,KG,"1,034","39,99","41,35","30/03/2022","08:33:02",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
100,Whiskas Peixe 500g RaCAo Whiskas Peixe 500g,UN,"1","19,99","19,99","30/03/2022","08:09:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
101,Coxa C/ Sobre Coxa Com Dorsal,KG,"1,39","8,99","12,50","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
102,Cebola Argentina,KG,"0,325","4,99","1,62","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
103,Tomate Longa Vida,KG,"0,43","9,99","4,30","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
104,Moela De Frango,KG,"1,004","12,99","13,04","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
105,Batata Doce,Kg,"0,445","2,99","1,33","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
106,Carne Moida 2,KG,"0,592","27,99","16,57","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
107,Batata Monalisa,KG,"1,205","5,99","7,22","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
108,Salsinha Maco,UN,"1","1,99","1,99","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
109,Cebolinha Maco,UN,"1","1,49","1,49","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
110,Agriao Maco,UN,"1","2,99","2,99","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
111,Melancia,Un,"3,153","2,49","7,85","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
112,Salsicha Perdigao,KG,"0,506","14,99","7,58","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
113,Ovos J Volpi Bandeja 30un,FD,"1","15,99","15,99","05/04/2022","19:15:26",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
114,Papel Hig. Fofinho Folha Absolute 12x30 Mtrs Papel Hig. Fofinho Folha,UN,"1","18,99","18,99","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
115,Cebolinha Maco,UN,"1","1,49","1,49","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
116,Salsinha Maco,UN,"1","1,99","1,99","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
117,Pao De Queijo,Kg,"0,254","11,9","3,02","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
118,Lamen Parati Picanha 70g,UN,"1","1,49","1,49","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
119,Lamen Parati Galinha 70g,UN,"1","1,49","1,49","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
120,Lamen Parati Picanha 70g,UN,"1","1,49","1,49","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
121,Lamen Parati Galinha 70g,UN,"1","1,49","1,49","14/03/2022","19:04:31",Jose Menin,"02.178.214/0001-88","Rod Pr 412,230,,Banl Praia De Leste,Pontal do Parana,PR"
